# Benchmark Case 3a Acceleration Results: Denoted by grid and degree of freedom
Time,1001_1,1001_2,1001_3,1001_4,1001_5,1001_6,1009_1,1009_2,1009_3,1009_4,1009_5,1009_6,1021_1,1021_2,1021_3,1021_4,1021_5,1021_6
2.146,-0.0496068576875,-0.0533174306586,-46.3186052216,0.0155929929574,-0.247943451316,0.000265554301465,-0.0519771267085,0.046878557577,42.7311130465,0.015534785264,-0.0879584454393,0.000127691128554,-0.0344131566173,-0.0829866027465,-78.1129705664,0.0148923964643,0.298656052028,-0.000343358744948
2.147,-0.0491364015031,-0.0543849272976,-46.0003851656,0.0154774467007,-0.246309881836,0.000271290229186,-0.0514346380771,0.0479478527363,42.4469053016,0.0154162454596,-0.0873092742345,0.000128471728794,-0.0346486100597,-0.084911097872,-77.5189296401,0.0147580583372,0.296465837877,-0.000349859130323
2.148,-0.0486775217749,-0.0554492217678,-45.6776585828,0.0153615719208,-0.244653112329,0.000277017716997,-0.0508589748974,0.0490112272047,42.1589468041,0.0152964663612,-0.0866545984675,0.000129205634836,-0.034907905701,-0.0868316808418,-76.9177793273,0.0146208659507,0.294250755236,-0.000356343760775
2.149,-0.0482296685993,-0.056510298685,-45.3504549756,0.0152453398141,-0.24297330799,0.000282737543299,-0.0502518100176,0.0500673325193,41.8672836784,0.0151754092014,-0.0859945625262,0.000129897416578,-0.0351886163296,-0.0887477145034,-76.3095847516,0.014480938178,0.292011061453,-0.000362809111146
2.15,-0.0477921377962,-0.0575681361376,-45.0188023711,0.0151287137238,-0.241270601969,0.000288450336453,-0.0496150805835,0.0511148803902,41.5719619631,0.0150530360342,-0.0853293108522,0.000130551883899,-0.0354880952437,-0.090658559302,-75.6944069507,0.0143384010411,0.289746974696,-0.000369251643972
2.151,-0.0473640792149,-0.0586227055836,-44.6827273168,0.0150116490403,-0.239545095485,0.000294156575201,-0.0489509727563,0.0521526630508,41.2730272039,0.0149293103948,-0.0846589875921,0.000131174037187,-0.0358034986937,-0.0925635788863,-75.0723029683,0.0141933865748,0.287458674794,-0.000375667849443
2.152,-0.0469445066016,-0.0596739719745,-44.3422549141,0.0148940931886,-0.237796858566,0.000299856594182,-0.0482619037597,0.0531795714681,40.9705240492,0.0148041979198,-0.0839837361148,0.000131769015088,-0.0361318099598,-0.0944621458665,-74.4433260258,0.0140460316474,0.285146304799,-0.000382054287481
2.153,-0.0465323089564,-0.060721894089,-43.9974088868,0.0147759857072,-0.236025931407,0.000305550594314,-0.0475505013823,0.0541946110408,40.6644958581,0.0146776669143,-0.0833036984039,0.00013234204013,-0.0364698647995,-0.0963536476307,-73.8075257723,0.0138964767628,0.282809973207,-0.000388407631252
2.154,-0.04612626329,-0.0617664250538,-43.6482116851,0.0146572584278,-0.234232326292,0.000311238657652,-0.0468195810955,0.0551969144821,40.3549843334,0.0145496888524,-0.0826190143347,0.000132898362882,-0.0368143779916,-0.098237492121,-73.1649486021,0.0137448648663,0.28044975679,-0.000394724711292
2.155,-0.0457250486686,-0.0628075130203,-43.2946846211,0.0145378357562,-0.232416030046,0.000316920766179,-0.0460721209794,0.0561857516581,40.0420291893,0.0144202388004,-0.081929820853,0.000133443205394,-0.0371619707028,-0.100113113457,-72.5156380354,0.0135913401781,0.278065703954,-0.000401002559351
2.156,-0.0453272614208,-0.0638451019614,-42.9368480326,0.0144176350614,-0.230577006957,0.000322596823848,-0.0453112346801,0.0571605362328,39.7256678647,0.0142892957534,-0.0812362510723,0.000133981704653,-0.0375091984015,-0.101979977295,-71.8596351499,0.0134360470765,0.27565783855,-0.000407238450984
2.157,-0.0449314313603,-0.0648791325468,-42.5747214742,0.0142965671698,-0.228715202108,0.000328266681074,-0.0445401426499,0.0581208290516,39.4059352906,0.0141568428761,-0.0805384333085,0.000134518856845,-0.0378525790483,-0.103837585801,-71.1969790556,0.0132791290498,0.273226164059,-0.000413429945862
2.158,-0.0445360388643,-0.0659095430499,-42.2083239286,0.0141745369653,-0.226830545046,0.000333930160753,-0.0437621419509,0.0590663382774,39.0828637203,0.014022867644,-0.0798364900748,0.000135059463196,-0.0381886212999,-0.105685482129,-70.5277074022,0.013120727737,0.270770668045,-0.000419574924755
2.159,-0.0441395326309,-0.0669362702394,-41.8376740369,0.0140514440912,-0.224922953729,0.000339587084827,-0.0429805749244,0.0599969163735,38.7564826277,0.0138873618814,-0.0791305370587,0.00013560807817,-0.0385138524705,-0.10752325427,-69.8518569081,0.0129609820699,0.268291326795,-0.000425671622127
2.16,-0.0437403479295,-0.0679592502028,-41.4627903425,0.0139271837483,-0.22299233866,0.000345237300335,-0.0421987970496,0.0609125541026,38.4268186792,0.0137503216941,-0.0784206821052,0.000136168960785,-0.0388248460093,-0.109350538185,-69.1694639012,0.0128000275312,0.265788110062,-0.000431718653312
2.161,-0.043336925145,-0.068978419054,-41.0836915437,0.0138016475813,-0.221038607143,0.000350880703868,-0.0414201443341,0.0618133717821,38.0938957811,0.0136117473011,-0.0777070242305,0.00013674602978,-0.039118248265,-0.111167020104,-68.4805648609,0.0126379955356,0.263260985798,-0.00043771503531
2.162,-0.042927728411,-0.0699937134742,-40.7003967524,0.0136747246444,-0.219061667582,0.000356517263381,-0.0406479005867,0.0626996080994,37.7577352038,0.0134716427683,-0.0769896526891,0.000137342823295,-0.0393908043224,-0.112972437907,-67.7851969523,0.0124750129403,0.260709924818,-0.000443660200294
2.163,-0.0425112641201,-0.0710050710404,-40.3129257519,0.0135463024336,-0.217061433749,0.000362147036286,-0.0398852649374,0.0635716068397,37.418355781,0.0133300156511,-0.0762686461174,0.0001379624637,-0.0396393827162,-0.114766581514,-67.0833985423,0.0123112016845,0.258134905302,-0.000449554001071
2.164,-0.0420860990983,-0.0720124303006,-39.9212992523,0.0134162679731,-0.215037828949,0.000367770182906,-0.0391353199682,0.0644298019285,37.0757741804,0.0131868765562,-0.0755440717768,0.000138607628119,-0.0398609988408,-0.116549292225,-66.3752096902,0.0121466785573,0.255535917061,-0.000455396707869
2.165,-0.0416508782303,-0.07301573056,-39.5255391378,0.0132845089408,-0.212990790023,0.000373386974375,-0.0384010008191,0.0652747012162,36.7300052402,0.0130422386339,-0.0748159849138,0.000139280525116,-0.0400528368965,-0.118320460987,-65.6606726057,0.011981555087,0.252912965513,-0.000461188995982
2.166,-0.0412043413256,-0.0740149113493,-39.1256687022,0.0131509148173,-0.210920271113,0.000378997794281,-0.0376850656284,0.0661068694551,36.3810623648,0.0128961170142,-0.0740844282576,0.000139982877906,-0.0402122702284,-0.120080025547,-64.9398320665,0.0118159375423,0.250266075302,-0.000466931924008
2.167,-0.0407453390216,-0.0750099115563,-38.7217128699,0.0130153780406,-0.208826247147,0.00038460313345,-0.0369900676528,0.0669269109265,36.028957969,0.0127485282015,-0.0733494316688,0.000140715914388,-0.0403368799345,-0.121827966544,-64.212735792,0.0116499270326,0.247595293532,-0.000472626902644
2.168,-0.040272847529,-0.0760006682101,-38.3136983985,0.0128777951499,-0.206708716998,0.000390203577457,-0.036318329399,0.0677354521689,35.6737039617,0.0125994894458,-0.0726110119523,0.000141480364127,-0.0404244716354,-0.123564302538,-63.4794347683,0.0114836196934,0.244900692565,-0.000478275654186
2.169,-0.0397859820373,-0.0769871149185,-37.9016540609,0.0127380679005,-0.204567706259,0.000395799786686,-0.0356719190769,0.0685331252432,35.3153122553,0.0124490181052,-0.0718691728447,0.000142276462367,-0.04047309032,-0.12528908407,-62.739983522,0.0113171069371,0.242182372371,-0.000483880163166
